"","lang","nativeCountryArea","complexity","logpop2","lat","lon","missing","propPresent","complexityCentered"
"601","Kuuku Yau	Australia and Oceania	0	2.00000	-12.58	143.08	22	0.08333	0.00000
Kwamera	Australia and Oceania	0	3.39794	-19.58	169.42	22	0.08333	0.00000
Laragia	Australia and Oceania	0	1.69897	-12.67	130.83	20	0.16667	0.00000
Limilngan	Australia and Oceania	0	1.69897	-12.50	131.92	22	0.08333	0.00000
Magi	Australia and Oceania	0	3.77815	-10.33	149.33	22	0.08333	0.00000
Marrithiyel	Australia and Oceania	0	1.69897	-13.83	130.00	22	0.08333	0.00000
Marshallese	Australia and Oceania	0	4.64246	7.12	171.05	22	0.08333	0.00000
Mekeo	Australia and Oceania	0	4.27875	-8.33	146.50	22	0.08333	0.00000
Meryam Mir	Australia and Oceania	0	2.47712	-9.92	144.08	20	0.16667	0.00000
Mikarew	Australia and Oceania	0	3.90309	-4.42	144.92	22	0.08333	0.00000
Minaveha	Australia and Oceania	0	3.30103	-9.60	150.47	22	0.08333	0.00000
Miriwung	Australia and Oceania	0	1.69897	-15.67	129.00	22	0.08333	0.00000
Motuna	Australia and Oceania	0	3.81954	-6.62	155.42	19	0.20833	0.00000
Mugil	Australia and Oceania	0	3.57403	-4.88	145.75	21	0.12500	0.00000
Murrinh-Patha	Australia and Oceania	0	2.95424	-14.67	129.67	22	0.08333	0.00000
Muruwari	Australia and Oceania	0	1.69897	-28.75	147.00	20	0.16667	0.00000
Musom	Australia and Oceania	0	2.30103	-6.58	147.00	21	0.12500	0.00000
Nagatman	Australia and Oceania	0	2.77815	-3.75	141.50	19	0.20833	0.00000
Nakkara	Australia and Oceania	0	1.87506	-12.12	134.42	21	0.12500	0.00000
Nankina	Australia and Oceania	0	3.39794	-5.78	146.45	20	0.16667	0.00000
Nehan	Australia and Oceania	0	3.81291	-4.50	154.20	21	0.12500	0.00000
Ngaanyatjarra	Australia and Oceania	0	3.07918	-26.00	126.50	21	0.12500	0.00000
Ngadjumaja	Australia and Oceania	0	1.69897	-32.33	123.83	21	0.12500	0.00000
Ngalkbun	Australia and Oceania	0	1.69897	-13.50	134.83	21	0.12500	0.00000
Ngandi	Australia and Oceania	0	1.69897	-13.83	135.00	19	0.20833	0.00000
Ngawun	Australia and Oceania	0	1.69897	-19.00	141.50	22	0.08333	0.00000
Nguna	Australia and Oceania	0	3.47712	-16.92	168.50	22	0.08333	0.00000
Nyigina	Australia and Oceania	0	1.69897	-18.00	124.33	22	0.08333	0.00000
Oksapmin	Australia and Oceania	0	3.90309	-5.17	142.17	22	0.08333	0.00000
Olo	Australia and Oceania	0	4.13567	-3.42	142.00	20	0.16667	0.00000
One	Australia and Oceania	0	2.69897	-3.25	141.92	21	0.12500	0.00000
Orokaiva	Australia and Oceania	0	4.52244	-8.83	148.25	20	0.16667	0.00000
Puluwat	Australia and Oceania	0	3.13481	7.33	149.33	21	0.12500	0.00000
Rawa	Australia and Oceania	0	4.06070	-5.83	146.00	21	0.12500	0.00000
Ritharngu	Australia and Oceania	0	2.47712	-12.83	135.50	19	0.20833	0.00000
Rotuman	Australia and Oceania	0	3.95424	-12.50	177.07	21	0.12500	0.00000
Sakao	Australia and Oceania	0	3.17609	-15.17	167.08	20	0.16667	0.00000
Sinaugoro	Australia and Oceania	0	4.17609	-9.83	147.83	19	0.20833	0.00000
Sio	Australia and Oceania	0	3.54407	-5.95	147.33	19	0.20833	0.00000
Sudest	Australia and Oceania	0	3.30103	-11.50	153.45	21	0.12500	0.00000
Taiap	Australia and Oceania	0	1.90309	-4.08	144.50	21	0.12500	0.00000
Tairora	Australia and Oceania	0	3.77815	-6.50	146.00	20	0.16667	0.00000
Telefol	Australia and Oceania	0	3.73239	-5.00	141.75	20	0.16667	0.00000
Tumleo	Australia and Oceania	0	2.89927	-3.08	142.42	22	0.08333	0.00000
Tyeraity	Australia and Oceania	0	1.69897	-13.00	130.33	22	0.08333	0.00000
Urim	Australia and Oceania	0	3.57310	-3.58	142.67	22	0.08333	0.00000
Usarufa	Australia and Oceania	0	3.11394	-6.42	145.58	19	0.20833	0.00000
Wagiman	Australia and Oceania	0	1.69897	-14.00	131.25	22	0.08333	0.00000
Walmatjari	Australia and Oceania	0	3.00000	-19.50	125.75	22	0.08333	0.00000
Waray (in Australia)	Australia and Oceania	0	1.69897	-13.17	131.25	22	0.08333	0.00000
Warlpiri	Australia and Oceania	0	3.47712	-20.00	132.33	21	0.12500	0.00000
Warndarang	Australia and Oceania	0	1.69897	-14.42	135.58	19	0.20833	0.00000
Watam	Australia and Oceania	0	2.77085	-3.92	144.50	21	0.12500	0.00000
Wedau	Australia and Oceania	0	3.34242	-10.17	150.17	21	0.12500	0.00000
Wik Munkan	Australia and Oceania	0	2.60206	-13.92	141.75	22	0.08333	0.00000
Yankuntjatjara	Australia and Oceania	0	2.30103	-27.00	132.00	22	0.08333	0.00000
Yanyuwa	Australia and Oceania	0	1.84510	-16.42	137.17	21	0.12500	0.00000
Yareba	Australia and Oceania	0	2.87506	-9.50	148.50	21	0.12500	0.00000
Yei	Australia and Oceania	0	2.95424	-7.92	140.92	22	0.08333	0.00000
Yindjibarndi	Australia and Oceania	0	2.69897	-21.75	117.92	20	0.16667	0.00000
Yingkarta	Australia and Oceania	0	1.69897	-25.17	114.83	19	0.20833	0.00000
Adyghe (Abzakh)	Eurasia	0	5.69826	45.23	40.58	22	0.08333	0.00000
Kamass	Eurasia	0	1.69897	52.00	92.00	20	0.16667	0.00000
Karachay-Balkar	Eurasia	0	5.38209	43.50	42.00	16	0.33333	0.00000
Karata	Eurasia	0	3.69897	42.58	46.33	22	0.08333	0.00000
Kerek	Eurasia	0	1.69897	62.25	175.00	22	0.08333	0.00000
Ladino	Eurasia	0	5.04139	40.00	33.00	22	0.08333	0.00000
Laz	Eurasia	0	4.51851	41.50	41.50	21	0.12500	0.00000
Mordvin (Erzya)	Eurasia	0	5.71397	53.00	45.50	18	0.25000	0.00000
Orok	Eurasia	0	1.69897	49.50	143.50	20	0.16667	0.00000
Selkup	Eurasia	0	3.19590	65.00	82.00	21	0.12500	0.00000
Ubykh	Eurasia	0	1.69897	43.67	39.67	18	0.25000	0.00000
Yukaghir (Tundra)	Eurasia	0	1.69897	69.00	155.00	21	0.12500	0.00000
Belorussian	Europe	0	6.95814	54.00	28.00	21	0.12500	0.00000
Gaelic (Scots)	Europe	0	4.79362	57.00	-4.00	19	0.20833	0.00000
Gagauz	Europe	0	5.17609	46.33	28.67	21	0.12500	0.00000
Galician	Europe	0	6.50357	43.00	-8.00	22	0.08333	0.00000
Manx	Europe	0	1.69897	54.17	-4.50	22	0.08333	0.00000
Occitan	Europe	0	3.69897	44.00	2.00	22	0.08333	0.00000
Romani (Welsh)	Europe	0	1.69900	52.00	-4.00	20	0.16667	0.00000
Romansch (Sursilvan)	Europe	0	4.60206	46.67	8.83	21	0.12500	0.00000
Sardinian	Europe	0	5.53805	40.00	9.00	19	0.20833	0.00000
Sorbian	Europe	0	4.17609	51.50	14.00	22	0.08333	0.00000
Alabama	North America	0	2.00000	32.33	-87.42	22	0.08333	0.00000
Aleut	North America	0	2.69020	54.00	-166.00	21	0.12500	0.00000
Alsea	North America	0	1.69897	44.67	-123.92	22	0.08333	0.00000
Apache (Chiricahua)	North America	0	3.25527	33.25	-108.00	22	0.08333	0.00000
Apache (Western)	North America	0	4.10356	33.75	-110.00	21	0.12500	0.00000
Arapaho	North America	0	3.01620	40.00	-103.00	22	0.08333	0.00000
Arikara	North America	0	1.69897	45.50	-100.50	22	0.08333	0.00000
Bella Coola	North America	0	1.69897	52.50	-126.67	18	0.25000	0.00000
Chehalis (Upper)	North America	0	1.69897	46.58	-123.00	22	0.08333	0.00000
Chinantec (Tepetotutla)	North America	0	3.30103	17.83	-96.50	22	0.08333	0.00000
Chinook (Upper)	North America	0	1.83885	45.50	-122.50	17	0.29167	0.00000
Chipewyan	North America	0	3.60206	59.00	-106.00	19	0.20833	0.00000
Chitimacha	North America	0	1.69897	29.67	-91.00	19	0.20833	0.00000
Chontal (Highland)	North America	0	3.55630	16.25	-95.75	22	0.08333	0.00000
Chontal (Huamelultec Oaxaca)	North America	0	2.97772	16.00	-95.75	19	0.20833	0.00000
Chontal Maya	North America	0	4.74036	18.17	-92.58	18	0.25000	0.00000
Chortí	North America	0	4.47727	14.83	-89.25	22	0.08333	0.00000
Chuj	North America	0	4.50010	15.92	-91.58	21	0.12500	0.00000
Cocopa	North America	0	2.54407	32.33	-115.00	19	0.20833	0.00000
Costanoan	North America	0	1.69897	37.00	-122.00	22	0.08333	0.00000
Crow	North America	0	3.63144	47.00	-108.00	21	0.12500	0.00000
Esselen	North America	0	1.69897	36.25	-121.75	22	0.08333	0.00000
Fox	North America	0	2.30103	43.00	-83.00	22	0.08333	0.00000
Gitksan	North America	0	2.60206	55.33	-127.75	21	0.12500	0.00000
Guarijío	North America	0	3.69897	27.75	-108.67	21	0.12500	0.00000
Halkomelem	North America	0	2.35218	49.50	-122.50	17	0.29167	0.00000
Hawaiian Creole	North America	0	5.77815	21.50	-158.00	20	0.16667	0.00000
Hidatsa	North America	0	2.00000	47.00	-102.50	20	0.16667	0.00000
Hopi	North America	0	3.72132	36.00	-110.00	19	0.20833	0.00000
Huichol	North America	0	4.30103	22.00	-104.00	19	0.20833	0.00000
Inuktitut (Rankin Inlet)	North America	0	3.60206	63.00	-92.00	22	0.08333	0.00000
Itzaj	North America	0	1.69897	17.00	-89.83	22	0.08333	0.00000
Ixil	North America	0	4.54407	15.50	-91.00	22	0.08333	0.00000
Jemez	North America	0	3.11428	35.83	-107.00	22	0.08333	0.00000
Kanjobal (Western)	North America	0	4.76790	15.83	-91.83	22	0.08333	0.00000
Kashaya	North America	0	1.69897	38.67	-123.33	22	0.08333	0.00000
Kato	North America	0	1.69897	39.67	-123.67	22	0.08333	0.00000
Kawaiisu	North America	0	1.69897	36.00	-117.50	16	0.33333	0.00000
Keresan (Santa Ana)	North America	0	3.66087	35.42	-106.67	19	0.20833	0.00000
Kickapoo	North America	0	2.92376	42.25	-84.00	22	0.08333	0.00000
Kiliwa	North America	0	1.69897	31.33	-115.67	19	0.20833	0.00000
Konkow	North America	0	1.69897	39.50	-121.50	19	0.20833	0.00000
Kwakwala","North America",0,2.37107,51,-127,21,0.125,0
"602","Lacandón","North America",0,3,17,-91.5,21,0.125,0
"603","Lillooet","North America",0,2.30103,50.75,-122,21,0.125,0
"604","Luiseño","North America",0,1.69897,33.33,-117.17,19,0.20833,0
"605","Mandan","North America",0,1.69897,46.5,-102.5,16,0.33333,0
"606","Massachusett","North America",0,1.69897,42.5,-71,20,0.16667,0
"607","Mattole","North America",0,1.69897,40.17,-124.17,22,0.08333,0
"608","Mazatec (Chiquihuitlán)","North America",0,3.39794,17.75,-96.92,21,0.125,0
"609","Mazatec (Huautla)","North America",0,4.85733,18.25,-96.83,21,0.125,0
"610","Menomini","North America",0,1.69897,45.5,-88.33,19,0.20833,0
"611","Mikasuki","North America",0,2.69548,32,-85,20,0.16667,0
"612","Mixe (Tlahuitoltepec)","North America",0,3.69897,17.08,-96.17,22,0.08333,0
"613","Mixtec (Jamiltepec)","North America",0,4,16.25,-97.83,22,0.08333,0
"614","Mixtec (Silacayoapan)","North America",0,4.27224,17.5,-98.17,22,0.08333,0
"615","Mohawk","North America",0,3.52504,43.5,-74.25,17,0.29167,0
"616","Mojave","North America",0,1.81291,34.67,-114.58,22,0.08333,0
"617","Mono (in United States)","North America",0,1.69897,38,-119,19,0.20833,0
"618","Mutsun","North America",0,1.69897,36.83,-121.5,19,0.20833,0
"619","Nahuatl (Mecayapan Isthmus)","North America",0,4.30103,18.25,-94.83,22,0.08333,0
"620","Nahuatl (Michoacan)","North America",0,3.47712,18.5,-103,19,0.20833,0
"621","Nahuatl (North Puebla)","North America",0,4.77815,20,-98.25,20,0.16667,0
"622","Nisenan","North America",0,1.69897,39,-121,20,0.16667,0
"623","Oodham	North America	0	4.07258	32.00	-112.00	14	0.41667	0.00000
Ocuilteco	North America	0	1.69897	18.92	-99.67	18	0.25000	0.00000
Okanagan	North America	0	2.70927	49.50	-118.50	22	0.08333	0.00000
Omaha	North America	0	1.92942	42.00	-97.25	20	0.16667	0.00000
Otomí (Ixtenco)	North America	0	2.86688	19.08	-97.92	22	0.08333	0.00000
Pame	North America	0	3.63849	22.00	-99.50	22	0.08333	0.00000
Pawnee	North America	0	1.69897	41.00	-98.67	19	0.20833	0.00000
Pomo (Eastern)	North America	0	1.69897	39.00	-122.67	18	0.25000	0.00000
Pomo (Northern)	North America	0	1.69897	39.33	-123.50	22	0.08333	0.00000
Potawatomi	North America	0	1.69897	44.50	-85.00	22	0.08333	0.00000
Quechan	North America	0	2.17609	32.83	-114.33	22	0.08333	0.00000
Sahaptin (Northern)	North America	0	3.47712	46.50	-120.00	20	0.16667	0.00000
Sahaptin (Umatilla)	North America	0	1.69897	45.67	-118.50	22	0.08333	0.00000
Seminole	North America	0	3.63347	33.00	-84.00	19	0.20833	0.00000
Serrano	North America	0	1.69897	34.50	-117.00	22	0.08333	0.00000
Shoshone	North America	0	3.35870	41.00	-114.00	22	0.08333	0.00000
Tanacross	North America	0	1.69897	63.50	-143.50	19	0.20833	0.00000
Tepehuan (Southeastern)	North America	0	3.99726	23.00	-104.50	20	0.16667	0.00000
Tewa (Arizona)	North America	0	3.11327	35.83	-110.42	22	0.08333	0.00000
Tiwa (Northern)	North America	0	2.96708	36.50	-105.50	18	0.25000	0.00000
Tutelo	North America	0	1.69897	37.67	-78.75	19	0.20833	0.00000
Tzotzil	North America	0	5.11394	16.50	-92.67	17	0.29167	0.00000
Washo	North America	0	1.69897	39.25	-120.00	15	0.37500	0.00000
Wyandot	North America	0	1.69897	44.33	-77.50	21	0.12500	0.00000
Yupik (Siberian)	North America	0	3.13033	65.00	-173.00	21	0.12500	0.00000
Zapotec (Mitla)	North America	0	4.29003	16.80	-96.25	20	0.16667	0.00000
Achagua	South America	0	2.60206	4.42	-72.25	21	0.12500	0.00000
Achuar	South America	0	3.69897	-3.00	-76.00	19	0.20833	0.00000
Andoke	South America	0	2.79169	-0.67	-72.00	21	0.12500	0.00000
Asuriní	South America	0	2.28103	-3.50	-49.50	22	0.08333	0.00000
Atacameño	South America	0	1.69897	-23.00	-69.00	22	0.08333	0.00000
Ayoreo	South America	0	3.57646	-20.25	-59.25	21	0.12500	0.00000
Baré	South America	0	1.69897	-0.33	-64.00	17	0.29167	0.00000
Bora	South America	0	3.45148	-2.17	-72.33	22	0.08333	0.00000
Camsá	South America	0	3.60444	1.17	-77.00	21	0.12500	0.00000
Carapana	South America	0	2.81291	0.83	-70.75	19	0.20833	0.00000
Carib (Dekwana)","South America",0,3.71933,5.5,-65,20,0.16667,0
"624","Cashibo","South America",0,3.69897,-8.5,-75.5,21,0.125,0
"625","Chiquito","South America",0,3.76753,-17.5,-60,20,0.16667,0
"626","Chiriguano","South America",0,4.68997,-23.67,-64.33,22,0.08333,0
"627","Cholon","South America",0,1.69897,-8,-77.5,22,0.08333,0
"628","Dâw","South America",0,1.91908,-0.25,-67.08,22,0.08333,0
"629","Dení","South America",0,2.87506,-6,-67,22,0.08333,0
"630","Desano","South America",0,3.24551,0.83,-69.83,21,0.125,0
"631","Embera","South America",0,4.3707,6.83,-77.17,19,0.20833,0
"632","Embera Chami","South America",0,4.04139,5,-76,22,0.08333,0
"633","Fulniô","South America",0,3.44529,-8,-37.5,19,0.20833,0
"634","Gavião","South America",0,2.67394,-10.67,-62,21,0.125,0
"635","Goajiro","South America",0,5.4843,12,-72,20,0.16667,0
"636","Guajajara","South America",0,4.17609,-5,-46,20,0.16667,0
"637","Guató","South America",0,1.69897,-17,-58,22,0.08333,0
"638","Huitoto (Murui)","South America",0,3.4624,-1,-73.5,21,0.125,0
"639","Iranxe","South America",0,2.28103,-13,-58,22,0.08333,0
"640","Itonama","South America",0,1.69897,-12.83,-64.33,19,0.20833,0
"641","Jabutí","South America",0,1.69897,-12.25,-62.25,22,0.08333,0
"642","Jamamadi","South America",0,2.29003,-7.5,-67,22,0.08333,0
"643","Javaé","South America",0,3.23045,-10,-50.33,21,0.125,0
"644","Kariri","South America",0,1.69897,-10,-37,19,0.20833,0
"645","Kayapó","South America",0,3.60206,-9,-52,21,0.125,0
"646","Koreguaje","South America",0,3.30103,1,-75.5,21,0.125,0
"647","Lengua","South America",0,3.8264,-22.5,-59,19,0.20833,0
"648","Mocoví","South America",0,3.65562,-31.5,-62,20,0.16667,0
"649","Mosetén","South America",0,3.72558,-14.75,-67.83,19,0.20833,0
"650","Muinane","South America",0,2.17609,-1,-72.5,20,0.16667,0
"651","Muisca","South America",0,1.69897,5,-74,21,0.125,0
"652","Parecis","South America",0,3.07918,-14,-57,22,0.08333,0
"653","Quechua (Huallaga)","South America",0,4.85998,-6,-76,16,0.33333,0
"654","Quechua (Tarma)","South America",0,4.77815,-11.42,-75.75,22,0.08333,0
"655","Rikbaktsa","South America",0,2.90309,-11.83,-57.5,21,0.125,0
"656","Secoya","South America",0,2.63749,-0.33,-76,22,0.08333,0
"657","Sharanahua","South America",0,2.97772,-11,-70,21,0.125,0
"658","Siona","South America",0,2.74036,0.33,-76.25,20,0.16667,0
"659","Tehuelche","South America",0,1.69897,-48,-68,22,0.08333,0
"660","Terena","South America",0,4.17609,-20,-56,22,0.08333,0
"661","Ticuna","South America",0,4.61278,-4,-70.5,22,0.08333,0
"662","Tiriyo","South America",0,3.06108,3.25,-55.75,13,0.45833,0
"663","Toba","South America",0,4.31505,-26.5,-59,19,0.20833,0
"664","Tsafiki","South America",0,3.36173,-1,-79.33,19,0.20833,0
"665","Tuyuca","South America",0,2.91116,0.5,-70.08,20,0.16667,0
"666","Urarina","South America",0,3.47712,-4,-75,22,0.08333,0
"667","Wai Wai","South America",0,3.30103,1,-59,21,0.125,0
"668","Waunana","South America",0,3.77815,4,-77,20,0.16667,0
"669","Waurá","South America",0,2.38021,-12.5,-53.5,22,0.08333,0
"670","Yaminahua","South America",0,3.09482,-8,-73,20,0.16667,0
"671","Zaparo","South America",0,1.69897,-2,-76.33,20,0.16667,0
