"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log","morphological.complexity","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","morphological.complexity.ld","propPresent","adjusted.complexity","ratio.L2.L1","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","n.L1.speakers","n.L2.speakers","TTR.LDT","n.phonemes","n.consonants","n.vowels","n.sonorants","n.obstruents","n.monophthongs","n.qual.monophthongs","n.tones","mean.length","mean.dependency.length","information.density","syllable.rate","information.rate","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin"
"1068","bft","Sino-Tibetan","Bodic","Pakistan","Asia","balti",35,76,389158,734185,6,9.95835,14.9165,12.87,9.95435,0.25,5.52763,13,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18659420289855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","brx","Sino-Tibetan","Baric","India","Asia","bodo",26.83,92,73507,224408,14.5,NA,NA,NA,NA,NA,5.78053,12,NA,NA,NA,NA,-1,0.20833,-0.20833,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,6,6,9,6,6,0,4.62857142857143,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,0.54663194,-0.218322461,10054.89
"1070","bsk","Burushaski","Burushaski","Pakistan","Asia","burushaski",36.5,74.5,95015,537351,8,13.1667,12.333,12.702,9.3779,1,4.93976,24,NA,NA,NA,NA,-5,0.875,-4.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,38,12,7,31,12,5,3,4.03333333333333,NA,NA,NA,NA,NA,-0.4846364,1.79538213,-0.7687792,0.180655509,8225.202
"1071","bee","Sino-Tibetan","Bodic","India","Asia","byansi",30.17,80.5,15957,54477,6,20.9333,139.917,201.16,4.9789,4,3.65925,16,NA,NA,NA,NA,-3,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","cdn","Sino-Tibetan","Bodic","India","Asia","chaudangsi",30,80.25,28764.5,77207.5,8,20.9333,139.917,201.16,4.9789,4,3.48029,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","nbc","Sino-Tibetan","Baric","Myanmar","Asia","chang",26.33,94.75,20361,56394,7,NA,NA,NA,NA,NA,4.49136,13,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","mrh","Sino-Tibetan","Kuki-Chin-Naga","Myanmar","Asia","chinmara",23,93.17,112103,178115.5,10,NA,NA,NA,NA,NA,4.62325,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87567567567568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","ctd","Sino-Tibetan","Kuki-Chin-Naga","Myanmar","Asia","chintiddim",23.33,93.67,348888.5,269228,10.5,NA,NA,NA,NA,NA,5.53668,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,5,6,15,5,5,0,3.15789473684211,NA,NA,NA,NA,NA,-0.4846364,0.12048546,1.86204304,0.499297351,10346.32
"1076","der","Sino-Tibetan","Baric","India","Asia","deuri",26,90.25,57209,94839,7,NA,NA,NA,NA,NA,4.42975,13,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","div","Indo-European","Indic","Maldives","Asia","dhivehi",4.17,73.5,9271.5,3014799,0.5,27.825,162.417,64.247,0.6538,11,5.45818,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","dhi","Sino-Tibetan","Bodic","Nepal","Asia","dhimal",26.67,87.75,31624,72136,14,23.64615,195.7215,231.1335,4.48775,6.76925,4.24939,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41025641025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","mhu","Sino-Tibetan","Mirish","India","Asia","digaro",28.42,96,130391,159995,4,NA,NA,NA,NA,NA,3.93561,16,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24193548387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","dis","Sino-Tibetan","Baric","India","Asia","dimasa",25.5,93,154563,199457,13,NA,NA,NA,NA,NA,5.02531,14,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","drd","Sino-Tibetan","Bodic","India","Asia","darma",30,79.75,7795,42368.5,6.5,20.9333,139.917,201.16,4.9789,4,3.5084,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36842105263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","apq","Andamanese","Great Andamanese","India","Asia","greatandamanese",12,92.67,42480,226429,0,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,16,8,10,6,8,8,0,4.76495726495726,NA,NA,NA,NA,NA,1.3900889,-1.5544112,-0.7687792,-0.311033824,10777.14
"1083","gbj","Austro-Asiatic","Munda","India","Asia","gutob",19,83.67,80276,120477,7,NA,NA,NA,NA,NA,3.90309,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","ggo","Dravidian","South-Central Dravidian","India","Asia","gondi",19,81,2301190,2076031,24.5,26.7346,103.4875,132.9455,4.4233,4.525,6.29092,12,NA,NA,NA,NA,-2,0.25,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07848837209302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","hlb","Indo-European","Indic","India","Asia","halbi",21,81,543971,360474,10,26.8167,110.083,135.138,4.6372,5,5.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","hmr","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","hmar",24.17,93,206734,196085,13,NA,NA,NA,NA,NA,4.69897,14,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80357142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","anq","Andamanese","South Andamanese","India","Asia","jarawainandamans",12,92.58,21360,191461,0,26.4,247.75,179.855,0.7135,8,2.47712,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","jun","Austro-Asiatic","Munda","India","Asia","juang",21.33,86,104474,139707,6,NA,NA,NA,NA,NA,4.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,19,10,8,11,10,5,0,4.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","xac","Sino-Tibetan","Baric","India","Asia","kachari",26.5,91,159430,739729,62,23.8708,174.708,143.576,4.644,8.75,4.77085,14,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90322580645161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","nkf","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","kabui",24.83,94,32142,77815,6,NA,NA,NA,NA,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","kfc","Dravidian","South-Central Dravidian","India","Asia","konda",19.5,83,92471,1296950,62,26.2367,125.748,133.785,4.41,5.8077,4.17609,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","klr","Sino-Tibetan","Bodic","Nepal","Asia","khaling",27.5,86.67,20852,59362,10,10.72975,124.714,139.435,4.56735,7.39285,3.96792,13,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","khr","Austro-Asiatic","Munda","India","Asia","kharia",22.5,84.33,361850,261230,12,NA,NA,NA,NA,NA,5.46772,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,38,10,14,24,6,6,0,4.87878787878788,NA,NA,NA,NA,NA,-0.4846364,0.9579338,-0.7687792,-0.098493936,9487.132
"1094","khw","Indo-European","Indic","Pakistan","Asia","khowar",36,72,654401,1270738,21,15.92915,45.9585,34.004,9.4244,4,5.38382,14,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6280193236715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","knn","Indo-European","Indic","India","Asia","konkani",15.25,74,623131,1479406,5,25.4286,229.381,348.463,1.9222,5.1429,6.60206,14,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,19,18,6,13,18,9,0,3.82142857142857,NA,NA,NA,NA,NA,1.3900889,0.12048546,-0.7687792,0.247265066,8826.033
"1096","kfq","Austro-Asiatic","Munda","India","Asia","korku",22.5,78.5,1114555,887700,14,24.2667,98.833,134.589,4.3429,4,5.67943,15,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18918918918919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","kex","Indo-European","Indic","India","Asia","kokni",20.75,73.5,74321,128765,7,NA,NA,NA,NA,NA,5.75619,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","kle","Sino-Tibetan","Bodic","Nepal","Asia","kulung",27.5,87,67253,207782,29,13.8478,132.172,141.013,4.4304,7.4667,4.27152,13,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,21,7,15,12,6,0,3.56756756756757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","kan","Dravidian","Southern Dravidian","India","Asia","kannada",14,76,13883535,2938533,24,25.6838,110.513,127.484,2.307,5.95,7.54834,20,NA,NA,NA,NA,-10,0.95833,-9.5833,0.24414195,1.688738565,1.941277602,2.356417752,"Dravidian","Indic",36863800,9e+06,0.676809211,NA,NA,NA,NA,NA,NA,NA,NA,4.62,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,9081.292
"1100","kfk","Sino-Tibetan","Bodic","India","Asia","kinnauri",31.5,78,473656,671084,14,NA,NA,NA,NA,NA,4.68822,13,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,31,15,8,23,15,9,0,3.87837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","kfa","Dravidian","Southern Dravidian","India","Asia","kodava",12.17,76.83,197952,248226,5,20.6,271.667,349.775,1.682,8,5.08636,15,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","kfb","Dravidian","Central Dravidian","India","Asia","kolami",20,78.5,177571,219302.5,9.5,NA,NA,NA,NA,NA,4.69897,13,NA,NA,NA,NA,-4,0.25,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","kfe","Dravidian","Southern Dravidian","India","Asia","kota",11.5,77.17,23382,88504,7,NA,NA,NA,NA,NA,3.30103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,23,11,9,14,11,6,0,NA,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,9329.268
"1104","kff","Dravidian","South-Central Dravidian","India","Asia","koya",17.5,81.33,1318163,1107420,10,NA,NA,NA,NA,NA,5.51851,14,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,19,5,7,12,5,5,0,4.16666666666667,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,9414.456
"1105","kxu","Dravidian","South-Central Dravidian","India","Asia","kuiinindia",20,83.5,956473,887940,14,27.1417,114.667,145.725,4.3852,5,5.85552,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39655172413793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","kfy","Indo-European","Indic","India","Asia","kumauni",30,80,705406.5,337285.5,8,17.32085,116.8545,119.6825,5.06795,10,6.37291,13,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","kxv","Dravidian","South-Central Dravidian","India","Asia","kuvi",18.75,82.67,189340,299581,12,NA,NA,NA,NA,NA,5.47712,14,NA,NA,NA,NA,0,0.20833,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,22,15,8,14,15,5,0,4.35353535353535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","lmn","Indo-European","Indic","India","Asia","lamani",17,77,5000333,4734587,24,27.8469,74.076,80.513,3.416,4.9583,6.45743,13,NA,NA,NA,NA,-2,0.25,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98026315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","njh","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","lotha",26.5,94.25,70729,127237,7,NA,NA,NA,NA,NA,4.90309,13,NA,NA,NA,NA,-2,0.25,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","nst","Sino-Tibetan","Baric","India","Asia","lungchang",27.5,96.42,177856,232275,6,NA,NA,NA,NA,NA,5.00169,13,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","mai","Indo-European","Indic","Nepal","Asia","maithili",26,86,1079214.5,749884.5,45.5,22.39595,137.5585,162.1405,4.86005,6.40635,7.39441,11,NA,NA,NA,NA,-5,0.33333,-1.66665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46153846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","mag","Indo-European","Indic","India","Asia","magahi",23.5,85.5,2489896,675438,11,26.0333,90,109.515,5.3452,5,7.11394,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","mxj","Sino-Tibetan","Mirish","India","Asia","miju",29,96,301184,291299,4,NA,NA,NA,NA,NA,3.81291,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","mjw","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","mikir",26.33,93.5,345925,297656,13,23.7,110.917,86.336,5.416,8,5.67943,12,NA,NA,NA,NA,-2,0.29167,-0.58334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75806451612903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","mrg","Sino-Tibetan","Mirish","India","Asia","mising",28.5,94.83,NA,NA,NA,NA,NA,NA,NA,NA,5.60206,13,NA,NA,NA,NA,-2,0.25,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3448275862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","kmj","Dravidian","Northern Dravidian","India","Asia","malto",25,87.33,NA,NA,NA,26.0583,103.333,115.986,5.1941,5.3333,4.3049,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","mke","Indo-European","Indic","India","Asia","mawchi",21.33,73.67,21079,61169,7,NA,NA,NA,NA,NA,4.88081,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","caq","Austro-Asiatic","Nicobarese","India","Asia","nicobaresecar",9,93,6838,55378,0,NA,NA,NA,NA,NA,4.47712,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,16,9,9,7,9,9,0,4.28205128205128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","new","Sino-Tibetan","Bodic","Nepal","Asia","newarikathmandu",27.67,85.5,20613,58409,12.5,17.2333,144.238,169.408,4.9891,7.7143,5.91669,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,24,8,15,9,8,4,0,4.546875,NA,NA,NA,NA,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,9414.689
"1120","nmf","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","nagatangkhul",25,94.5,260459,249794,16,NA,NA,NA,NA,NA,5.04139,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51282051282051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","dap","Sino-Tibetan","Mirish","India","Asia","nyishi",27.5,93.5,941354,378169,15,NA,NA,NA,NA,NA,5.41664,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,16,9,6,10,9,9,2,NA,NA,NA,NA,NA,NA,1.3900889,-0.7169629,0.54663194,0.406585987,10171.56
"1122","nbi","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","nagamao",25.5,94.33,67800,135762,14,NA,NA,NA,NA,NA,4.90849,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15789473684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","ncb","Austro-Asiatic","Nicobarese","India","Asia","nancowry",8.05,93.5,18438,259222,0,NA,NA,NA,NA,NA,3.34242,12,NA,NA,NA,NA,-1,0.125,-0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1875,NA,NA,NA,NA,NA,1.3900889,-0.7169629,-0.7687792,-0.031884379,11068.46
"1124","njb","Sino-Tibetan","Baric","India","Asia","nocte",27,95.5,120759,236777,9,NA,NA,NA,NA,NA,4.54407,13,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","nag","Creoles and Pidgins","","India","Asia","nagapidgin",25.67,94,41140,108375,13,NA,NA,NA,NA,NA,4.47712,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","tpq","Sino-Tibetan","Bodic","India","Asia","nyamkad",32,78.5,14846,46633,3,NA,NA,NA,NA,NA,2.85914,12,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","nzm","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","nagazeme",25.17,93.5,24493,66285,10,NA,NA,NA,NA,NA,4.48855,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74358974358974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","ort","Indo-European","Indic","India","Asia","oriyakotia",18.33,83,170912,458342,9,NA,NA,NA,NA,NA,5.17609,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","oon","Andamanese","South Andamanese","India","Asia","onge",10.75,92.42,41579,130403,0,NA,NA,NA,NA,NA,1.98227,12,NA,NA,NA,NA,-3,0.29167,-0.87501,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,16,8,8,8,8,8,0,4.734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","peg","Dravidian","South-Central Dravidian","India","Asia","pengo",19.83,83.83,8954,48920,7,NA,NA,NA,NA,NA,5.54407,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11979166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","pci","Dravidian","Central Dravidian","India","Asia","parjidravidian",19.5,82.5,505691,555982,12,22.9,140,168.576,3.2996,6,4.87506,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","prx","Sino-Tibetan","Bodic","India","Asia","purki",34.67,76,581987,703242,7,5.6972,25,22.123,11.0721,0.6667,5.12057,12,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","pck","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","paite",24,93.17,150975.5,186060,10.5,NA,NA,NA,NA,NA,4.73159,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","lae","Sino-Tibetan","Bodic","India","Asia","pattani",32.75,76.75,44442,88384,7,NA,NA,NA,NA,NA,4.04139,13,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","raw","Sino-Tibetan","Nungish","Myanmar","Asia","rawang",27.5,97.5,1236990,758411,14,20.4583,338.167,379.148,4.7626,9,5.08853,9,NA,NA,NA,NA,-4,0.33333,-1.33332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","bfw","Austro-Asiatic","Munda","India","Asia","remo",18,82,38059,86746,9,NA,NA,NA,NA,NA,3.95424,15,NA,NA,NA,NA,-3,0.45833,-1.37499,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,21,6,9,12,6,6,0,4.453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","sdp","Sino-Tibetan","Mirish","India","Asia",NA,27,92.5,26302,62361,7,NA,NA,NA,NA,NA,3.49136,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56756756756757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","suv","Sino-Tibetan","Mirish","India","Asia",NA,28.33,93.25,NA,NA,NA,NA,NA,NA,NA,NA,3.73584,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","srb","Austro-Asiatic","Munda","India","Asia",NA,20,84.33,521945,474771,11,NA,NA,NA,NA,NA,5.45939,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14084507042254,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,9590.51
"1140","tcx","Dravidian","Southern Dravidian","India","Asia",NA,11.42,76.75,15810,63329,6,NA,NA,NA,NA,NA,2.77815,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","tdh","Sino-Tibetan","Bodic","Nepal","Asia",NA,27.42,86.5,18550,58796,10.5,9.6333,151.583,186.276,4.5135,8,4.52261,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,30,8,7,23,8,8,0,3.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
