language,genus_pk,WALS,ISO,latitude,longitude,macroarea,name,pk
papiamentu,331,pap,pap,12.25,-69,North America,Papiamentu,894
parauk,69,puk,prk,23.25,99.5,Eurasia,Parauk,1262
pare,274,pre,asa,-4,36.5,Africa,Pare,1567
parecis,532,prc,pab,-14,-57,South America,Parecis,582
pari,320,par,lkr,5,32.5,Africa,Pí_ri,2007
parjidravidian,148,prd,pci,19.5,82.5,Eurasia,Parji (Dravidian),831
pashto,183,psh,pst,33,67,Eurasia,Pashto,2303
passamaquoddymaliseet,17,psm,pqm,45,-67,North America,Passamaquoddy-Maliseet,2385
patep,87,pat,ptp,-6.916666667,146.5833333,Papunesia,Patep,1568
patpatar,87,ptp,gfk,-3.766666667,152.5,Papunesia,Patpatar,735
pattani,389,ptt,lae,32.75,76.75,Eurasia,Pattani,1700
patwin,349,ptw,wit,39,-122.3333333,North America,Patwin,1197
paulohi,75,plh,plh,-3.25,128.75,Papunesia,Paulohi,1941
paumari,24,pau,pad,-6,-64,South America,Paumarí_,2439
pawaian,412,paw,pwa,-7,145.0833333,Papunesia,Pawaian,1980
pawnee,115,pwn,paw,41,-98.66666667,North America,Pawnee,1617
pech,126,pec,pay,15,-85.5,North America,Pech,1981
pemon,119,pem,aoc,5.333333333,-62,South America,Pemon,736
pengo,147,pen,peg,19.83333333,83.83333333,Eurasia,Pengo,429
pero,6,per,pip,9.583333333,11,Africa,Pero,2129
persian,183,prs,pes,32,54,Eurasia,Persian,2537
phlong,378,phl,pww,15,99,Eurasia,Phlong,1263
piapoco,549,ppc,pio,4,-69.5,South America,Piapoco,430
piaroa,358,pia,pid,5,-67,South America,Piaroa,1618
pilaga,543,pga,plg,-25,-60,South America,Pilagíç,1813
pileni,87,pil,piv,-10.21666667,166.2166667,Papunesia,Pileni,895
pimabajo,478,pba,pia,29,-111,North America,Pima Bajo,1845
pingilapese,87,pgl,pif,6.216666667,160.7,Papunesia,Pingilapese,199
pintupi,559,pin,piu,-23,129,Australia,Pintupi,896
pipil,476,pip,ppl,13.83333333,-89.58333333,North America,Pipil,2324
piraha,259,prh,myp,-7,-62,South America,Pirahí£,2490
piratapuyo,452,prt,pir,0.333333333,-69.5,South America,Piratapuyo,431
piro,534,pir,pib,-11,-73.5,South America,Piro,2676
pisa,445,pis,psa,-5.166666667,139.1666667,Papunesia,Pisa,1140
pitjantjatjara,559,pit,pjt,-26,130,Australia,Pitjantjatjara,2386
pittapitta,558,ppi,pit,-22.83333333,140,Australia,Pitta Pitta,2082
plainsindianssignlanguage,330,psl,psd,40,-100,North America,Plains-Indians Sign Language,200
playero,164,pla,gob,7,-71,South America,Playero,432
poai,87,poa,fwa,-20.66666667,164.8333333,Papunesia,Po-Ai,1264
pocomam,250,pcm,poc,14.66666667,-90.5,North America,Pocomam,201
pocomamoriental,250,poc,poa,14.75,-89.75,North America,Pocomam Oriental,433
podoko,5,pod,pbi,11,14.08333333,Africa,Podoko,1477
pogoro,274,pog,poy,-8.75,36.5,Africa,Pogoro,897
pohnpeian,87,poh,pon,6.883333333,158.25,Papunesia,Pohnpeian,2280
pokomchi,250,pkm,"pob, poh",15.41666667,-90.5,North America,Pokomchí_,738
pokorawo,393,pok,rwa,-2.833333333,141.5833333,Papunesia,Poko-Rawo,1701
pokot,320,pkt,pko,1.5,35.5,Africa,Pokot,1734
polabian,185,plb,pox,51,12.83333333,Eurasia,Polabian,583
polish,185,pol,pol,52,20,Eurasia,Polish,2368
pomocentral,176,pmc,poo,39,-123.3333333,North America,Pomo (Central),946
pomoeastern,176,pme,peb,39,-122.6666667,North America,Pomo (Eastern),1942
pomonorthern,176,pmn,pej,39.33333333,-123.5,North America,Pomo (Northern),1003
pomosoutheastern,176,pso,pom,39,-122.5,North America,Pomo (Southeastern),2360
popolocametzontla,339,pop,pbe,18.16666667,-97.5,North America,Popoloca (Metzontla),898
popolocasanjuanatzingo,339,psj,poe,18.16666667,-96.41666667,North America,Popoloca (San Juan Atzingo),1265
popolocasanvicentecoyotepec,339,psv,pbf,18.25,-97.83333333,North America,Popoloca (San Vicente Coyotepec),434
portsandwich,87,psw,psw,-16.5,167.75,Papunesia,Port Sandwich,2636
portuguese,184,por,por,39,-8,Eurasia,Portuguese,2231
potawatomi,17,pot,pot,44.5,-85,North America,Potawatomi,435
powhatan,17,pow,pim,37.33333333,-76.5,North America,Powhatan,436
prasuni,541,pra,prn,35.5,71,Eurasia,Prasuni,1417
principense,331,pri,pre,1.616666667,7.366666667,Africa,Prí_ncipense,202
provencal,184,pro,oci,44,6,Eurasia,Provení_al,203
puinave,354,pui,pui,4,-68,South America,Puinave,437
pulopetak,73,plp,nij,1.416666667,109.8333333,Papunesia,Pulopetak,584
puluwat,87,pul,puw,7.333333333,149.3333333,Papunesia,Puluwat,1912
pumi,387,pum,"pmi, pmj",28,101,Eurasia,Pumi,1525
pungupungu,43,pun,wdj,-13.5,130.4166667,Australia,Pungupungu,1266
puquina,355,puq,,-16.5,-68.5,South America,Puquina,832
purepecha,408,pur,tsz,19.5,-101.6666667,North America,Purí©pecha,2347
purki,389,prk,prx,34.66666667,76,Eurasia,Purki,1702
qafar,545,qaf,aar,12,42,Africa,Qafar,1814
qawasqar,15,qaw,alc,-49,-75,South America,Qawasqar,2254
qiang,387,qia,"cng, qxs",32,102.6666667,Eurasia,Qiang,1619
quechan,170,que,yum,32.83333333,-114.3333333,North America,Quechan,899
quechuaancash,356,qan,qxa,-8.5,-77.5,South America,Quechua (Ancash),438
quechuaayacucho,356,qay,quy,-14,-74,South America,Quechua (Ayacucho),947
quechuabolivian,356,qbo,"quh, qul",-20,-66,South America,Quechua (Bolivian),204
quechuacajamarca,356,qca,qvc,-7,-78.5,South America,Quechua (Cajamarca),439
quechuacochabamba,356,qco,quh,-17.5,-66,South America,Quechua (Cochabamba),1419
quechuacuzco,356,qcu,quz,-14.5,-71,South America,Quechua (Cuzco),1004
quechuaecuadorean,356,qec,qug,-1,-79,South America,Quechua (Ecuadorean),739
quechuahuallaga,356,qhu,qvh,-9.5,-75.5,South America,Quechua (Huallaga),2675
quechuaimbabura,356,qim,qvi,0.333333333,-78,South America,Quechua (Imbabura),2467
quechuatarma,356,qta,qvn,-11.41666667,-75.75,South America,Quechua (Tarma),585
quiche,250,qch,quc,15,-91.41666667,North America,Quichí©,948
quileute,131,qui,qui,47.91666667,-124.25,North America,Quileute,2296
rade,519,rad,rad,13,108.5,Eurasia,Rade,440
raga,87,rag,lml,-15.5,168.1666667,Papunesia,Raga,205
raji,547,rji,rji,28,82.75,Eurasia,Raji,2607
ralte,386,ral,ral,23.75,92.75,Eurasia,Ralte,2625
rama,125,ram,rma,11.75,-83.75,North America,Rama,2468
rangpas,389,rpa,bod,30.33333333,79.33333333,Eurasia,Rang Pas,2616
rao,233,rao,rao,-4.75,144.5,Papunesia,Rao,1141
rapanui,87,rap,rap,-27.11666667,-109.3666667,Papunesia,Rapanui,2485
rashad,282,ras,ras,11.83333333,31.05,Africa,Rashad,1368
rawa,434,rwa,rwo,-5.833333333,146,Papunesia,Rawa,1267
rawang,385,raw,raw,27.5,97.5,Eurasia,Rawang,2008
rejang,84,rej,rej,-3.416666667,102.5,Papunesia,Rejang,586
rembarnga,40,rmb,rmb,-12.83333333,134.5833333,Australia,Rembarnga,949
remo,66,rem,bfw,18,82,Eurasia,Remo,2083
rendille,545,ren,rel,2,37.5,Africa,Rendille,1048
rengao,63,rng,ren,14.58333333,107.8333333,Eurasia,Rengao,441
latin,,lat,lat,,,,,
mongolian,,mon,mon,,,,,
hmong,,hmn,hmn,,,,,
esperanto,,epo,epo,,,,,
filipino,,fil,fil,,,,,
russian,,rus,rus,,,,,
punjabi,,pan,pan,,,,,
romanian,,rom,ron,,,,,
serbian,,srp,srp,,,,,
slovak,,slo,slo,,,,,
spanish,,spa,spa,,,,,
swahili,,swa,swa,,,,,
swedish,,swe,swe,,,,,
tamil,,tam,tam,,,,,
telugu,,tel,tel,,,,,
thai,,tha,tha,,,,,
turkish,,tur,tur,,,,,
ukranian,,ukr,ukr,,,,,
urdu,,urd,urd,,,,,
vietnamese,,vie,vie,,,,,
welsh,,wel,wel,,,,,
yiddish,,ydd,yid,,,,,
yoruba,,yor,yor,,,,,
zulu,,zul,zul,,,,,
croatian,,hrv,hrv,,,,,
slovenian,,slv,slv,,,,,
somali,,som,som,,,,,
xhosa,,xho,xho,,,,,
